batch,sample,horizon_sec,gate_value,mean_innovation,max_innovation
0,39,0.5,0.3537188,0.0034022368,0.008773384
0,39,1.0,0.43360016,0.0034022368,0.008773384
0,39,1.5,0.5041274,0.0034022368,0.008773384
0,39,2.0,0.48100957,0.0034022368,0.008773384
0,39,2.5,0.55140245,0.0034022368,0.008773384
0,40,0.5,0.35258844,0.0033968152,0.008908094
0,40,1.0,0.4331584,0.0033968152,0.008908094
0,40,1.5,0.50414056,0.0033968152,0.008908094
0,40,2.0,0.4811093,0.0033968152,0.008908094
0,40,2.5,0.5514151,0.0033968152,0.008908094
0,41,0.5,0.3513301,0.0033919998,0.009040462
0,41,1.0,0.43297458,0.0033919998,0.009040462
0,41,1.5,0.50437444,0.0033919998,0.009040462
0,41,2.0,0.48135543,0.0033919998,0.009040462
0,41,2.5,0.5513755,0.0033919998,0.009040462
0,42,0.5,0.34954,0.0033866724,0.009155752
0,42,1.0,0.43261504,0.0033866724,0.009155752
0,42,1.5,0.50463486,0.0033866724,0.009155752
0,42,2.0,0.48166078,0.0033866724,0.009155752
0,42,2.5,0.55135685,0.0033866724,0.009155752
0,43,0.5,0.34747255,0.0033841112,0.009236974
0,43,1.0,0.4319819,0.0033841112,0.009236974
0,43,1.5,0.5047735,0.0033841112,0.009236974
0,43,2.0,0.48190185,0.0033841112,0.009236974
0,43,2.5,0.5513898,0.0033841112,0.009236974
0,44,0.5,0.3454339,0.0033793512,0.009286114
0,44,1.0,0.43137625,0.0033793512,0.009286114
0,44,1.5,0.50492376,0.0033793512,0.009286114
0,44,2.0,0.4821278,0.0033793512,0.009286114
0,44,2.5,0.5514124,0.0033793512,0.009286114
0,45,0.5,0.3436093,0.003374809,0.0094162915
0,45,1.0,0.43057123,0.003374809,0.0094162915
0,45,1.5,0.5048706,0.003374809,0.0094162915
0,45,2.0,0.4821671,0.003374809,0.0094162915
0,45,2.5,0.55142754,0.003374809,0.0094162915
0,46,0.5,0.34242898,0.0033695148,0.009502101
0,46,1.0,0.42960316,0.0033695148,0.009502101
0,46,1.5,0.5044981,0.0033695148,0.009502101
0,46,2.0,0.481906,0.0033695148,0.009502101
0,46,2.5,0.55145156,0.0033695148,0.009502101
0,47,0.5,0.34201798,0.0033645523,0.00948642
0,47,1.0,0.42879668,0.0033645523,0.00948642
0,47,1.5,0.504017,0.0033645523,0.00948642
0,47,2.0,0.48147413,0.0033645523,0.00948642
0,47,2.5,0.55144763,0.0033645523,0.00948642
0,48,0.5,0.34206802,0.0033561985,0.009462462
0,48,1.0,0.4281076,0.0033561985,0.009462462
0,48,1.5,0.5034867,0.0033561985,0.009462462
0,48,2.0,0.48095626,0.0033561985,0.009462462
0,48,2.5,0.5514398,0.0033561985,0.009462462
0,49,0.5,0.3421173,0.0033462544,0.009223406
0,49,1.0,0.4278517,0.0033462544,0.009223406
0,49,1.5,0.50335515,0.0033462544,0.009223406
0,49,2.0,0.48069465,0.0033462544,0.009223406
0,49,2.5,0.55140084,0.0033462544,0.009223406
0,50,0.5,0.34223682,0.0033400066,0.009198829
0,50,1.0,0.42789868,0.0033400066,0.009198829
0,50,1.5,0.5034831,0.0033400066,0.009198829
0,50,2.0,0.48057947,0.0033400066,0.009198829
0,50,2.5,0.55128235,0.0033400066,0.009198829
0,51,0.5,0.34209844,0.0033288181,0.009239507
0,51,1.0,0.42788127,0.0033288181,0.009239507
0,51,1.5,0.50357157,0.0033288181,0.009239507
0,51,2.0,0.48048285,0.0033288181,0.009239507
0,51,2.5,0.5511871,0.0033288181,0.009239507
0,52,0.5,0.3414205,0.003317939,0.009215215
0,52,1.0,0.42763615,0.003317939,0.009215215
0,52,1.5,0.5036258,0.003317939,0.009215215
0,52,2.0,0.48042253,0.003317939,0.009215215
0,52,2.5,0.55109924,0.003317939,0.009215215
0,53,0.5,0.34044254,0.0033073537,0.009135589
0,53,1.0,0.4272354,0.0033073537,0.009135589
0,53,1.5,0.5036787,0.0033073537,0.009135589
0,53,2.0,0.48037577,0.0033073537,0.009135589
0,53,2.5,0.55100584,0.0033073537,0.009135589
0,54,0.5,0.33937547,0.003297143,0.00929326
0,54,1.0,0.42680633,0.003297143,0.00929326
0,54,1.5,0.50373036,0.003297143,0.00929326
0,54,2.0,0.48032543,0.003297143,0.00929326
0,54,2.5,0.5509105,0.003297143,0.00929326
0,55,0.5,0.3382281,0.003285971,0.009446695
0,55,1.0,0.4263368,0.003285971,0.009446695
0,55,1.5,0.50379103,0.003285971,0.009446695
0,55,2.0,0.48026973,0.003285971,0.009446695
0,55,2.5,0.5508043,0.003285971,0.009446695
0,56,0.5,0.33731383,0.0032768063,0.009582431
0,56,1.0,0.42593622,0.0032768063,0.009582431
0,56,1.5,0.50389,0.0032768063,0.009582431
0,56,2.0,0.48019132,0.0032768063,0.009582431
0,56,2.5,0.55067164,0.0032768063,0.009582431
0,57,0.5,0.33679125,0.0032655392,0.009670673
0,57,1.0,0.42571047,0.0032655392,0.009670673
0,57,1.5,0.5040157,0.0032655392,0.009670673
0,57,2.0,0.48008195,0.0032655392,0.009670673
0,57,2.5,0.55052924,0.0032655392,0.009670673
0,58,0.5,0.3366053,0.0032560255,0.00972128
0,58,1.0,0.42560226,0.0032560255,0.00972128
0,58,1.5,0.5041406,0.0032560255,0.00972128
0,58,2.0,0.4800016,0.0032560255,0.00972128
0,58,2.5,0.5503694,0.0032560255,0.00972128
0,59,0.5,0.33665934,0.0032458673,0.009811308
0,59,1.0,0.42558652,0.0032458673,0.009811308
0,59,1.5,0.50425845,0.0032458673,0.009811308
0,59,2.0,0.479943,0.0032458673,0.009811308
0,59,2.5,0.5502044,0.0032458673,0.009811308
0,60,0.5,0.33684626,0.0032340863,0.0097885
0,60,1.0,0.42563143,0.0032340863,0.0097885
0,60,1.5,0.50437236,0.0032340863,0.0097885
0,60,2.0,0.47988567,0.0032340863,0.0097885
0,60,2.5,0.5500478,0.0032340863,0.0097885
0,61,0.5,0.33698392,0.003222802,0.0096458895
0,61,1.0,0.42567953,0.003222802,0.0096458895
0,61,1.5,0.50447434,0.003222802,0.0096458895
0,61,2.0,0.47982666,0.003222802,0.0096458895
0,61,2.5,0.5499028,0.003222802,0.0096458895
0,62,0.5,0.33707476,0.0032098754,0.009568606
0,62,1.0,0.4256976,0.0032098754,0.009568606
0,62,1.5,0.50457394,0.0032098754,0.009568606
0,62,2.0,0.47977287,0.0032098754,0.009568606
0,62,2.5,0.54976207,0.0032098754,0.009568606
0,63,0.5,0.33741316,0.0031953063,0.009259091
0,63,1.0,0.4257886,0.0031953063,0.009259091
0,63,1.5,0.5046831,0.0031953063,0.009259091
0,63,2.0,0.47972545,0.0031953063,0.009259091
0,63,2.5,0.54962003,0.0031953063,0.009259091
1,0,0.5,0.33818346,0.003180892,0.009058376
1,0,1.0,0.4260449,0.003180892,0.009058376
1,0,1.5,0.50480175,0.003180892,0.009058376
1,0,2.0,0.47967982,0.003180892,0.009058376
1,0,2.5,0.5494785,0.003180892,0.009058376
1,1,0.5,0.33933714,0.003162889,0.008751282
1,1,1.0,0.4264609,0.003162889,0.008751282
1,1,1.5,0.50492203,0.003162889,0.008751282
1,1,2.0,0.47963506,0.003162889,0.008751282
1,1,2.5,0.5493449,0.003162889,0.008751282
1,2,0.5,0.3407834,0.0031439115,0.008429046
1,2,1.0,0.42699704,0.0031439115,0.008429046
1,2,1.5,0.50503784,0.0031439115,0.008429046
1,2,2.0,0.47959498,0.0031439115,0.008429046
1,2,2.5,0.54922605,0.0031439115,0.008429046
1,3,0.5,0.3421581,0.003124772,0.007840481
1,3,1.0,0.4275496,0.003124772,0.007840481
1,3,1.5,0.5051251,0.003124772,0.007840481
1,3,2.0,0.47955477,0.003124772,0.007840481
1,3,2.5,0.5491378,0.003124772,0.007840481
1,4,0.5,0.34309375,0.0031061338,0.007346883
1,4,1.0,0.42795658,0.0031061338,0.007346883
1,4,1.5,0.50517386,0.0031061338,0.007346883
1,4,2.0,0.47952265,0.0031061338,0.007346883
1,4,2.5,0.5490872,0.0031061338,0.007346883
1,5,0.5,0.34364003,0.0030865672,0.00699857
1,5,1.0,0.4282051,0.0030865672,0.00699857
1,5,1.5,0.50519836,0.0030865672,0.00699857
1,5,2.0,0.4795022,0.0030865672,0.00699857
1,5,2.5,0.54906136,0.0030865672,0.00699857
1,6,0.5,0.34393343,0.0030686967,0.0067958473
1,6,1.0,0.42835325,0.0030686967,0.0067958473
1,6,1.5,0.50520486,0.0030686967,0.0067958473
1,6,2.0,0.47948998,0.0030686967,0.0067958473
1,6,2.5,0.5490543,0.0030686967,0.0067958473
1,7,0.5,0.3440178,0.0030536046,0.0067719556
1,7,1.0,0.42842475,0.0030536046,0.0067719556
1,7,1.5,0.50519836,0.0030536046,0.0067719556
1,7,2.0,0.4794811,0.0030536046,0.0067719556
1,7,2.5,0.54905885,0.0030536046,0.0067719556
1,8,0.5,0.34405378,0.003039622,0.006639753
1,8,1.0,0.42845577,0.003039622,0.006639753
1,8,1.5,0.5051929,0.003039622,0.006639753
1,8,2.0,0.47947878,0.003039622,0.006639753
1,8,2.5,0.5490648,0.003039622,0.006639753
1,9,0.5,0.3439753,0.0030271458,0.0064194426
1,9,1.0,0.42846614,0.0030271458,0.0064194426
1,9,1.5,0.5051773,0.0030271458,0.0064194426
1,9,2.0,0.4794723,0.0030271458,0.0064194426
1,9,2.5,0.5490772,0.0030271458,0.0064194426
1,10,0.5,0.3435636,0.003016274,0.00619291
1,10,1.0,0.42835894,0.003016274,0.00619291
1,10,1.5,0.50514716,0.003016274,0.00619291
1,10,2.0,0.47946575,0.003016274,0.00619291
1,10,2.5,0.549098,0.003016274,0.00619291
1,11,0.5,0.34285402,0.0030036867,0.005977927
1,11,1.0,0.42812186,0.0030036867,0.005977927
1,11,1.5,0.50511384,0.0030036867,0.005977927
1,11,2.0,0.4794618,0.0030036867,0.005977927
1,11,2.5,0.5491168,0.0030036867,0.005977927
1,12,0.5,0.34220758,0.0029925234,0.0059116096
1,12,1.0,0.4278738,0.0029925234,0.0059116096
1,12,1.5,0.50510186,0.0029925234,0.0059116096
1,12,2.0,0.47945857,0.0029925234,0.0059116096
1,12,2.5,0.54911315,0.0029925234,0.0059116096
1,13,0.5,0.3416752,0.0029817747,0.00576603
1,13,1.0,0.42767617,0.0029817747,0.00576603
1,13,1.5,0.5050955,0.0029817747,0.00576603
1,13,2.0,0.47945118,0.0029817747,0.00576603
1,13,2.5,0.5491035,0.0029817747,0.00576603
1,14,0.5,0.3414366,0.0029714147,0.0056532496
1,14,1.0,0.42756417,0.0029714147,0.0056532496
1,14,1.5,0.5051152,0.0029714147,0.0056532496
1,14,2.0,0.47944245,0.0029714147,0.0056532496
1,14,2.5,0.5490705,0.0029714147,0.0056532496
1,15,0.5,0.3416331,0.0029599033,0.0057420414
1,15,1.0,0.4276123,0.0029599033,0.0057420414
1,15,1.5,0.505153,0.0029599033,0.0057420414
1,15,2.0,0.4794323,0.0029599033,0.0057420414
1,15,2.5,0.5490265,0.0029599033,0.0057420414
1,16,0.5,0.34194955,0.0029478243,0.0058340062
1,16,1.0,0.4277442,0.0029478243,0.0058340062
1,16,1.5,0.5051844,0.0029478243,0.0058340062
1,16,2.0,0.47941434,0.0029478243,0.0058340062
1,16,2.5,0.5489886,0.0029478243,0.0058340062
1,17,0.5,0.34216407,0.0029341232,0.0059268265
1,17,1.0,0.4278418,0.0029341232,0.0059268265
1,17,1.5,0.5052085,0.0029341232,0.0059268265
1,17,2.0,0.47939748,0.0029341232,0.0059268265
1,17,2.5,0.54895705,0.0029341232,0.0059268265
1,18,0.5,0.34221688,0.0029215028,0.0060208477
1,18,1.0,0.42788193,0.0029215028,0.0060208477
1,18,1.5,0.5052249,0.0029215028,0.0060208477
1,18,2.0,0.4793809,0.0029215028,0.0060208477
1,18,2.5,0.54893064,0.0029215028,0.0060208477
1,19,0.5,0.34192544,0.0029109262,0.0061170403
1,19,1.0,0.42780817,0.0029109262,0.0061170403
1,19,1.5,0.5052187,0.0029109262,0.0061170403
1,19,2.0,0.47936594,0.0029109262,0.0061170403
1,19,2.5,0.5489225,0.0029109262,0.0061170403
1,20,0.5,0.34142002,0.0029007143,0.0062156753
1,20,1.0,0.42762974,0.0029007143,0.0062156753
1,20,1.5,0.50520796,0.0029007143,0.0062156753
1,20,2.0,0.47935855,0.0029007143,0.0062156753
1,20,2.5,0.54891855,0.0029007143,0.0062156753
1,21,0.5,0.3409004,0.0028917806,0.0063151843
1,21,1.0,0.42743602,0.0028917806,0.0063151843
1,21,1.5,0.50519997,0.0028917806,0.0063151843
1,21,2.0,0.47935265,0.0028917806,0.0063151843
1,21,2.5,0.54891187,0.0028917806,0.0063151843
1,22,0.5,0.34065512,0.0028852737,0.0064183804
1,22,1.0,0.4273145,0.0028852737,0.0064183804
1,22,1.5,0.50521016,0.0028852737,0.0064183804
1,22,2.0,0.4793522,0.0028852737,0.0064183804
1,22,2.5,0.5488939,0.0028852737,0.0064183804
1,23,0.5,0.34077963,0.002879451,0.006524619
1,23,1.0,0.4273376,0.002879451,0.006524619
1,23,1.5,0.5052326,0.002879451,0.006524619
1,23,2.0,0.47934946,0.002879451,0.006524619
1,23,2.5,0.54886997,0.002879451,0.006524619
1,24,0.5,0.34115353,0.0028737094,0.006633384
1,24,1.0,0.42746904,0.0028737094,0.006633384
1,24,1.5,0.50526506,0.0028737094,0.006633384
1,24,2.0,0.47934005,0.0028737094,0.006633384
1,24,2.5,0.5488368,0.0028737094,0.006633384
1,25,0.5,0.34129745,0.0028694053,0.0067468756
1,25,1.0,0.42755753,0.0028694053,0.0067468756
1,25,1.5,0.5052801,0.0028694053,0.0067468756
1,25,2.0,0.47932103,0.0028694053,0.0067468756
1,25,2.5,0.54881287,0.0028694053,0.0067468756
1,26,0.5,0.34073237,0.0028634996,0.0068613105
1,26,1.0,0.42741215,0.0028634996,0.0068613105
1,26,1.5,0.5052566,0.0028634996,0.0068613105
1,26,2.0,0.47929996,0.0028634996,0.0068613105
1,26,2.5,0.5488145,0.0028634996,0.0068613105
1,27,0.5,0.33936164,0.002861111,0.0069773295
1,27,1.0,0.42695698,0.002861111,0.0069773295
1,27,1.5,0.5052067,0.002861111,0.0069773295
1,27,2.0,0.47928154,0.002861111,0.0069773295
1,27,2.5,0.54882807,0.002861111,0.0069773295
1,28,0.5,0.3371831,0.0028607342,0.0070970063
1,28,1.0,0.42618838,0.0028607342,0.0070970063
1,28,1.5,0.5051287,0.0028607342,0.0070970063
1,28,2.0,0.4792673,0.0028607342,0.0070970063
1,28,2.5,0.5488564,0.0028607342,0.0070970063
1,29,0.5,0.3346437,0.0028589072,0.0072205043
1,29,1.0,0.42522365,0.0028589072,0.0072205043
1,29,1.5,0.5050538,0.0028589072,0.0072205043
1,29,2.0,0.47926468,0.0028589072,0.0072205043
1,29,2.5,0.54887843,0.0028589072,0.0072205043
1,30,0.5,0.33211064,0.002858787,0.0073451893
1,30,1.0,0.42423427,0.002858787,0.0073451893
1,30,1.5,0.50499564,0.002858787,0.0073451893
1,30,2.0,0.4792605,0.002858787,0.0073451893
1,30,2.5,0.5488806,0.002858787,0.0073451893
1,31,0.5,0.32978886,0.0028601044,0.0074718837
1,31,1.0,0.4233005,0.0028601044,0.0074718837
1,31,1.5,0.50496703,0.0028601044,0.0074718837
1,31,2.0,0.47925,0.0028601044,0.0074718837
1,31,2.5,0.5488505,0.0028601044,0.0074718837
1,32,0.5,0.32792932,0.0028625247,0.0076020253
1,32,1.0,0.42251715,0.0028625247,0.0076020253
1,32,1.5,0.5049708,0.0028625247,0.0076020253
1,32,2.0,0.47923735,0.0028625247,0.0076020253
1,32,2.5,0.5487935,0.0028625247,0.0076020253
1,33,0.5,0.32653692,0.002865137,0.007734565
1,33,1.0,0.4219266,0.002865137,0.007734565
1,33,1.5,0.505003,0.002865137,0.007734565
1,33,2.0,0.47921067,0.002865137,0.007734565
1,33,2.5,0.54870784,0.002865137,0.007734565
1,34,0.5,0.32533178,0.0028679208,0.007869006
1,34,1.0,0.42142916,0.0028679208,0.007869006
1,34,1.5,0.5050452,0.0028679208,0.007869006
1,34,2.0,0.47917336,0.0028679208,0.007869006
1,34,2.5,0.5486095,0.0028679208,0.007869006
1,35,0.5,0.32429743,0.0028700891,0.008003807
1,35,1.0,0.42098752,0.0028700891,0.008003807
1,35,1.5,0.5050993,0.0028700891,0.008003807
1,35,2.0,0.47913542,0.0028700891,0.008003807
1,35,2.5,0.5485014,0.0028700891,0.008003807
1,36,0.5,0.32324702,0.0028717716,0.008140795
1,36,1.0,0.4205624,0.0028717716,0.008140795
1,36,1.5,0.5051453,0.0028717716,0.008140795
1,36,2.0,0.47909355,0.0028717716,0.008140795
1,36,2.5,0.5483999,0.0028717716,0.008140795
1,37,0.5,0.32205102,0.0028715762,0.008281035
1,37,1.0,0.4200864,0.0028715762,0.008281035
1,37,1.5,0.5051836,0.0028715762,0.008281035
1,37,2.0,0.4790514,0.0028715762,0.008281035
1,37,2.5,0.54830354,0.0028715762,0.008281035
1,38,0.5,0.32071114,0.0028683417,0.008422034
1,38,1.0,0.4195505,0.0028683417,0.008422034
1,38,1.5,0.50521445,0.0028683417,0.008422034
